"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
472,36670,FALSE,5.9,"Never Say Never Again",12.455583,"/s9tBlhTEW0OtYJdemVMPbRcD7wk.jpg","en","Never Say Never Again","12, 28, 53","/jYO08KXUKvJvzx3KcE7MoaDYvoM.jpg",FALSE,"James Bond returns as the secret agent 007 one more time to battle the evil organization SPECTRE. Bond must defeat Largo, who has stolen two atomic warheads for nuclear blackmail. But Bond has an ally in Largo's girlfriend, the willowy Domino, who falls for Bond and seeks revenge. This is the last time for Sean Connery as Her Majesty's Secret Agent 007. Made outside of the traditional Broccoli production environment due to separate rights having been obtained for this specific Ian Fleming story.","1983-10-07"
2930,207932,FALSE,5.8,"Inferno",12.445845,"/oFOG2yIRcluKfTtYbzz71Vj9bgz.jpg","en","Inferno","9648, 53, 18","/anmLLbDx9d98NMZRyVUtxwJR6ab.jpg",FALSE,"After waking up in a hospital with amnesia, professor Robert Langdon and a doctor must race against time to foil a deadly global plot.","2016-10-13"
2721,259693,FALSE,7.1,"The Conjuring 2",12.434802,"/e3lBJCedHnZPfNfmBArKHZXXNC0.jpg","en","The Conjuring 2","27, 9648, 53","/slpgZisYNapLoN9FWXqDOC1ExbU.jpg",FALSE,"Lorraine and Ed Warren travel to north London to help a single mother raising four children alone in a house plagued by malicious spirits.","2016-05-13"
4295,17654,FALSE,7.3,"District 9",12.4246,"/axFmCRNQsW6Bto8XuJKo08MPPV5.jpg","en","District 9","878","/yosGyMJ2CkavMSGx6PhcZO6kCAV.jpg",FALSE,"Aliens land in South Africa and, with their ship totally disabled,  have no way home. Years later, after living in a slum and wearing out their welcome the 'Non-Humans' are being moved to a new tent city overseen by Multi-National United (MNU).","2009-08-05"
345,94348,FALSE,5.1,"Alex Cross",12.416634,"/aaxWTwrsv7PqC0tKpZl0tRPiYDV.jpg","en","Alex Cross","28, 53, 80, 9648","/szxGcE0e6YjpKjcGFPsydA0WKer.jpg",FALSE,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.","2012-10-18"
2036,321697,FALSE,6.8,"Steve Jobs",12.41523,"/ahUiUaeOE2lvnOy7srxaUJbbvYv.jpg","en","Steve Jobs","18, 36","/wKS99Y4xdKbRXiNN9p7mJCZVtRu.jpg",FALSE,"Set backstage at three iconic product launches and ending in 1998 with the unveiling of the iMac, Steve Jobs takes us behind the scenes of the digital revolution to paint an intimate portrait of the brilliant man at its epicenter.","2015-10-09"
0,478473,FALSE,0,"Kaali",12.407059,"/gZvbj1ZeUNi4i96HzSseyWRFWUs.jpg","ta","காளி","28, 53, 18",NA,FALSE,"Directed by Kiruthiga Udhayanidhi, the movie is touted to be a suspense drama. Vijay Antony will be playing male lead & Anjali will play one of the four female leads. Apart from her Sunaina, Amirtha and Shilpa Manjunath are the other heroines.","2018-05-18"
142,424619,FALSE,6,"Les Tuche 3",12.405654,"/9IcXXWC1aenAY0LrDowsBFMRTrp.jpg","fr","Les Tuche 3","35","/fb2lKRIPzk9wSJwkY0k0QNzn5Rj.jpg",FALSE,"After a groundbreaking presidential election, Jeff Tuche becomes the new President of France and moves in the Elysee with his family to govern the country.","2018-01-31"
564,10781,FALSE,5.9,"The Texas Chainsaw Massacre: The Beginning",12.404942,"/9elCJIG1TOJ0wew3JVx5ZMkHq5w.jpg","en","The Texas Chainsaw Massacre: The Beginning","27","/o4psXh7IVD6GFKvBSHjHLzjL2lV.jpg",FALSE,"Chrissie and her friends set out on a road trip for a final fling before one is shipped off to Vietnam. Along the way, bikers harass the foursome and cause an accident that throws Chrissie from the vehicle. The lawman who arrives on the scene kills one of the bikers and brings Chrissie's friends to the Hewitt homestead, where young Leatherface is learning the tools of terror.","2006-10-06"
2543,114,FALSE,7.1,"Pretty Woman",12.401312,"/fgmdaCMxXClZm2ePteLzCPySB1n.jpg","en","Pretty Woman","10749, 35","/fztlIPN1EAO2kFVdJhKaXjAgjhH.jpg",FALSE,"When a millionaire wheeler-dealer enters a business contract with a Hollywood sex worker Vivian Ward, he loses his heart in the bargain.","1990-03-23"
30,27098,FALSE,6.4,"All Things Fair",12.400714,"/uJD0PvYGAa1IoZBsX4E6GQ4K2In.jpg","sv","Lust och fägring stor","18, 10749, 10752","/l1ulbjfMODxJyW4L2EfO7BzqydO.jpg",FALSE,"This film is set in 1943 when the whole of Europe was embroiled in WWII. It deals with attraction of a 15 year old boy Stig to his teacher Viola. The whole movie revolves around the sexual encounters between Stig and Viola and how he eventually grows out of it.","1995-03-08"
1815,7485,FALSE,6.9,"Shooter",12.400672,"/wCZv0lNx58sfuLT698RYYJVEeTr.jpg","en","Shooter","28, 18, 9648, 53, 80","/wZ2u6C7Fw0DahC3Ilr3judpDWYO.jpg",FALSE,"A marksman living in exile is coaxed back into action after learning of a plot to kill the president. Ultimately double-crossed and framed for the attempt, he goes on the run to track the real killer and find out who exactly set him up, and why.","2007-03-22"
758,6282,FALSE,5.9,"Coyote Ugly",12.396935,"/15A92dWMP4anntYpAQ0Mzq7wtru.jpg","en","Coyote Ugly","35, 18, 10402, 10749","/3eAudH9hkkr451VoAZPLEQVy5wX.jpg",FALSE,"Graced with a velvet voice, 21-year-old Violet Sanford heads to New York to pursue her dream of becoming a songwriter only to find her aspirations sidelined by the accolades and notoriety she receives at her ""day"" job as a barmaid at Coyote Ugly. The ""Coyotes"" as they are affectionately called tantalize customers and the media alike with their outrageous antics, making Coyote Ugly the watering hole for guys on the prowl.","2000-07-30"
1120,796,FALSE,6.5,"Cruel Intentions",12.396352,"/6RQu0J2u7viDa34Nn98sKaHv5jD.jpg","en","Cruel Intentions","18, 10749, 53","/qmFvXEOH8S4EenOZVEP8MBGH6R0.jpg",FALSE,"Slaking a thirst for dangerous games, Kathryn challenges her stepbrother, Sebastian, to deflower their headmaster's daughter before the summer ends. If he succeeds, the prize is the chance to bed Kathryn. But if he loses, Kathryn will claim his most prized possession.","1999-03-05"
1140,10591,FALSE,6.3,"The Girl Next Door",12.382722,"/lWybRfPlUCKKOaYFSjY67pNhkxa.jpg","en","The Girl Next Door","35, 10749","/uPLe50Gi6h1nxHucIherq0kTqoY.jpg",FALSE,"Exceptionally ambitious high schooler Matthew has aspirations for a career in politics when he falls in love with his gorgeous 19-year-old neighbor, Danielle. But Matthew's bright future is jeopardized when he finds Danielle was once a porn star. As Danielle's past catches up with her, Matthew's love for her forces him to re-evaluate his goals.","2004-04-09"
574,13700,FALSE,5.8,"Home on the Range",12.382177,"/1KFa2Mzzn2DMlC95eJwRYgRsHI.jpg","en","Home on the Range","16, 10751","/rQKlcMY8i3elENXEHlkAbQr3xiG.jpg",FALSE,"When a greedy outlaw schemes to take possession of the ""Patch Of Heaven"" dairy farm, three determined cows, a karate-kicking stallion and a colorful corral of critters join forces to save their home. The stakes are sky-high as this unlikely animal alliance risk their hides and match wits with a mysterious band of bad guys.","2004-04-02"
2306,22794,FALSE,6.5,"Cloudy with a Chance of Meatballs",12.38112,"/75QV0rNm6QHpMnpIGrZK0ev08rH.jpg","en","Cloudy with a Chance of Meatballs","16, 35, 10751","/vYovS909jUV3wxms4DmHGjZ1lhw.jpg",FALSE,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?","2009-09-17"
2979,1487,FALSE,6.5,"Hellboy",12.380123,"/3fAWzI9MUosggdGMu7EaDhn44m6.jpg","en","Hellboy","14, 28, 878","/j7ilifczPh95JuJOceHIesRhsVu.jpg",FALSE,"In the final days of World War II, the Nazis attempt to use black magic to aid their dying cause. The Allies raid the camp where the ceremony is taking place, but not before a demon - Hellboy - has already been conjured. Joining the Allied forces, Hellboy eventually grows to adulthood, serving the cause of good rather than evil.","2004-04-02"
490,2142,FALSE,6.6,"Cop Land",12.37484,"/th2UDVewgUAfIXFUaWGWWBxCM91.jpg","en","Cop Land","28, 80, 18","/ltq1i8ienPm7OSdOXl3o8ROgmKc.jpg",FALSE,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.","1997-08-15"
1093,2899,FALSE,7.3,"Asterix & Obelix: Mission Cleopatra",12.370691,"/qWy5b64SoBXcMDdfgLyLZgIHSdv.jpg","fr","Astérix & Obélix Mission Cléopâtre","10751, 14, 35, 12","/2g6rIEw3t8ZWzMRlDlgXFr8pAlB.jpg",FALSE,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix.","2002-01-29"
559,256917,FALSE,6.7,"The Water Diviner",12.367101,"/kIlVtC22BDNiiAiCvSZoOS7FhY9.jpg","en","The Water Diviner","10752, 18","/hbdmshT7BvCEh4geXohD5fmVbJ3.jpg",FALSE,"In 1919, Australian farmer Joshua Connor travels to Turkey to discover the fate of his three sons, reported missing in action. Holding on to hope, Joshua must travel across the war-torn landscape to find the truth and his own peace.","2014-12-25"
735,10950,FALSE,7.3,"I Am Sam",12.36495,"/gr0jLIUd5Os0RAFH9U5iZMpQ5cw.jpg","en","I Am Sam","18","/hbIPlNXYnK2EKAYoa9l34CrkvQJ.jpg",FALSE,"Sam has the mental capacity of a 7-year-old. He has a daughter with a homeless woman who abandons them when they leave the hospital, leaving Sam to raise Lucy on his own. But as Lucy grows up, Sam's limitations start to become a problem and the authorities take her away. Sam shames high-priced lawyer Rita into taking his case pro bono and in turn teaches her the value of love and family.","2001-12-28"
259,12599,FALSE,6.5,"Pokémon: The Movie 2000",12.360375,"/jrwTeoEHCmFEr0J9HENdPAR3dEq.jpg","ja","劇場版ポケットモンスター 幻のポケモン ルギア爆誕","12, 14, 16, 878, 10751","/qW4NXHNmzXK485kLaerdsOJKcxW.jpg",FALSE,"Ash Ketchum must put his skill to the test when he attempts to save the world from destruction. The Greedy Pokemon collector Lawrence III throws the universe into chaos after disrupting the balance of nature by capturing one of the Pokemon birds that rule the elements of fire, lightning and ice. Will Ash have what it takes to save the world?","1999-07-17"
1186,1885,FALSE,6.9,"The Karate Kid",12.358506,"/5kKor5pZ3ov08CAstSyk7FGDKVN.jpg","en","The Karate Kid","18","/lpJGmjxZ9ONC4efcnQdbyYyxFR5.jpg",FALSE,"Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.","1984-06-22"
2570,206487,FALSE,7.3,"Predestination",12.355651,"/kDdUtDsGMQ3OYwoBtEQyJIGPz4V.jpg","en","Predestination","878, 53","/s9DKwK5fXzaqFOzkZkidkOk4KR9.jpg",FALSE,"Predestination chronicles the life of a Temporal Agent sent on an intricate series of time-travel journeys designed to prevent future killers from committing their crimes. Now, on his final assignment, the Agent must stop the one criminal that has eluded him throughout time and prevent a devastating attack in which thousands of lives will be lost.","2014-08-28"
2,474883,FALSE,5,"A Swingers Weekend",12.353909,"/6TIWy1fAQimgToNDVX1Umc4RhNG.jpg","en","A Swingers Weekend","35, 18","/tFP0DQMDjEE4kCqfg7kz0WGVMcC.jpg",FALSE,"Seemingly perfect couple Lisa and Dan plan a steamy swingers weekend, but things go south when a third couple drops in unexpectedly.","2018-04-18"
159,339259,FALSE,6.4,"The Man with the Iron Heart",12.353789,"/ZVQfCY2DgCjrm8w2saXvT8Ao3B.jpg","en","The Man with the Iron Heart","10752, 28, 36, 53","/3yd3Ae2X9KkKBHFG4WZexFVvkd8.jpg",FALSE,"With the Third Reich is at his peak in 1942, the Czech resistance in London plans the most ambitious military operation of WWII –  Anthropoid. Two young recruits are sent to Prague to assassinate the most ruthless Nazi leader – Reinhardt Heydrich – head of the SS, the Gestapo and the architect of the Final Solution.","2017-05-25"
1122,9477,FALSE,6.1,"King Arthur",12.353321,"/kKHayVkXaF3EZDx0ybkaWypJECJ.jpg","en","King Arthur","12, 10752, 36","/u633783ZPMkQamBwp5fliTO34jR.jpg",FALSE,"The story of the Arthurian legend, based on the 'Sarmatian hypothesis' which contends that the legend has a historical nucleus in the Sarmatian heavy cavalry troops stationed in Britain, and that the Roman-British military commander, Lucius Artorius Castus is the historical person behind the legend.","2004-07-07"
96,10484,FALSE,6.4,"The ComDads",12.352246,"/t3qHHVYEPDpqQ6WXBaMvu76Su5d.jpg","fr","Les compères","35","/gc4gOLSR29PpfZD7OUsZs0Hoqec.jpg",FALSE,"Unable to find her runaway son, a woman deceives two of her ex-lovers from her youth, a mild-mannered teacher and a tough journalist, that each is the real father in order to obtain their help.","1983-11-23"
2033,27022,FALSE,5.8,"The Sorcerer's Apprentice",12.348794,"/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg","en","The Sorcerer's Apprentice","14, 12, 28, 35, 18","/v0o9M1us65w1kDQp8Q6KnB5a11s.jpg",FALSE,"Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant protégé. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.","2010-07-13"
2553,11970,FALSE,7.4,"Hercules",12.342734,"/yds93kIrmH1aNN0YKAcHLyOkNEV.jpg","en","Hercules","16, 10751, 14, 12, 35, 10749","/lxLnW7rV0Xs1HijLEVoOlTMrjKu.jpg",FALSE,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!","1997-06-26"
1,276126,FALSE,1,"Young Mother 2",12.337059,"/aFSLcM63CtPrcblgzsmuCIp5ubG.jpg","ko","젊은 엄마 2","10749",NA,FALSE,"Yeong-gil is in graduate class and is stressed about getting a job. To make things worse, he's not had any experience with women yet, so he's always searching for something in his dreams but wakes up to nothing. Then one day, there is a change in his life, he puts his hand in The Box of Pandora and gets a job although it wasn't a regular position. He sleeps with his female superior during the interview even though it's not how he imagined it. Then one day, he visits Joo-yeon's home and meets her beautiful mother. Can he keep himself from being seduced by this woman?","2014-05-29"
2,399905,FALSE,2.5,"Female War: A Nasty Deal",12.333835,"/r1JFnP0nIF1N1J9FiHAJCzvi0pN.jpg","ko","여자전쟁: 비열한 거래","18, 10749","/sGx2rMigCQU9Z8NM0zqfcG4KxaI.jpg",FALSE,"Painter Ha-rim became blind due to an unfortunate accident. His wife Sun-yeong searches far and low for a cornea donor until she meets terminal cancer patient Dae-geun. These two make a startling and dangerous deal for Ha-rim's cornea.","2015-09-27"
116,78049,FALSE,3.8,"The Scorpion King 3: Battle for Redemption",12.332562,"/i4BjV6dMPaCMiWCf86hPUg0BF9Z.jpg","en","The Scorpion King 3: Battle for Redemption","28, 14, 12, 18","/yZybOa1rTXyB7mzDpiYL96nubTM.jpg",FALSE,"Since his triumphant rise to power in the original blockbuster ""The Scorpion King"", Mathayus' kingdom has fallen and he's lost his queen to plague. Now an assassin for hire, he must defend a kingdom from an evil tyrant and his ghost warriors for the chance to regain the power and glory he once knew. Starring Ron Perlman (""Hellboy"") and Billy Zane (""Titanic""), and featuring 6-time WWE champion Dave Bautista and UFC star Kimbo Slice, ""The Scorpion King 3: Battle for Redemption"" takes ""The Mummy"" phenomenon to an all-new level of epic action and non-stop adventure.","2012-01-17"
